BC121NS,ICOM - Chargers - BC121NS,6-Unit Charger Kit BC121N + AD110 x 6. Requires BC157S AC adapter.,$470.00,"['F70/F80 – F70D/F80D Series', 'F9011 – F9021 Series']",Chargers,icom
BC123SA,ICOM - Chargers - BC123SA,AC adapter for rapid chargers; 100-240V with US style plug,$25.00,"['F3011 - F4011 Series', 'F3001 - F4001 Series', 'F1000/S/T - F2000/S/T Series', 'F1000D - F2000D Series', 'F1100D - F2100D Series', 'F3210D - F4210D Series', 'F3261D - F4261D Series', 'F3360D - F4360D Series', 'F52D/F62D Series', 'F3400D - F4400D Series', 'F7010 - F7020 Series', 'F50V/F60V Series (Discontinued)']",Chargers,icom
BC123SE,ICOM - Chargers - BC123SE,AC adapter for rapid chargers; 100-240V with Euro style plug,$26.00,"['F3011 - F4011 Series', 'F3001 - F4001 Series', 'F1000/S/T - F2000/S/T Series', 'F1000D - F2000D Series', 'F1100D - F2100D Series', 'F3210D - F4210D Series', 'F3261D - F4261D Series', 'F3360D - F4360D Series', 'F52D/F62D Series', 'F3400D - F4400D Series', 'F7010 - F7020 Series', 'F50V/F60V Series (Discontinued)']",Chargers,icom
BC145SA 31,ICOM - Chargers - BC145SA 31,AC adapter for BC119N; 100-240V with US style plug,$25.00,"['F3230D - F4230D Series', 'F3161 - F4161 / F3161D - F4161D Series', 'F70/F80 - F70D/F80D Series', 'F9011 - F9021 Series', 'F50V/F60V Series (Discontinued)', 'F3031S - F4031S Series (Discontinued)', 'F11-F21 (Discontinued)', 'F14/F24 - F33G/F43G - F43TR - F3021/F4021 (Discontinued)', 'F30G - F40G Series (Discontinued)']",Chargers,icom
BC146 01,ICOM - Chargers - BC146 01,Drop-in trickle charger base for the F11/21/3G/4G/30G/40G series. Requires BC147 AC adapter.,$32.00,['F11-F21 (Discontinued)'],Chargers,icom
BC147SA,ICOM - Chargers - BC147SA,AC adapter for trickle chargers; 100-240V with a US style plug,$15.00,"['F3001 - F4001 Series', 'F3230D - F4230D Series', 'F3161 - F4161 / F3161D - F4161D Series', 'F50V/F60V Series (Discontinued)', 'F3031S - F4031S Series (Discontinued)', 'F11-F21 (Discontinued)', 'F14/F24 - F33G/F43G - F43TR - F3021/F4021 (Discontinued)']",Chargers,icom
BC147SE 15,ICOM - Chargers - BC147SE 15,AC adapter for trickle chargers; 230V with a Euro style plug,$16.00,"['F3001 - F4001 Series', 'F3230D - F4230D Series', 'F3161 - F4161 / F3161D - F4161D Series', 'F50V/F60V Series (Discontinued)', 'F3031S - F4031S Series (Discontinued)', 'F11-F21 (Discontinued)', 'F14/F24 - F33G/F43G - F43TR - F3021/F4021 (Discontinued)']",Chargers,icom
BC152N 11,ICOM - Chargers - BC152N 11,F50/F60/M88 desktop trickle charger (requires BC-147),$42.00,['F50V/F60V Series (Discontinued)'],Chargers,icom
BC157S,ICOM - Chargers - BC157S,AC adapter for gang chargers; 100-240V with US style plug,$120.00,"['F3011 - F4011 Series', 'F3001 - F4001 Series', 'F1000/S/T - F2000/S/T Series', 'F1000D - F2000D Series', 'F1100D - F2100D Series', 'F3210D - F4210D Series', 'F3230D - F4230D Series', 'F3161 - F4161 / F3161D - F4161D Series', 'F3261D - F4261D Series', 'F3360D - F4360D Series', 'F52D/F62D Series', 'F3400D - F4400D Series', 'F70/F80 - F70D/F80D Series', 'F9011 - F9021 Series', 'F7010 - F7020 Series', 'F50V/F60V Series (Discontinued)', 'F3031S - F4031S Series (Discontinued)', 'F11-F21 (Discontinued)', 'F14/F24 - F33G/F43G - F43TR - F3021/F4021 (Discontinued)', 'F30G - F40G Series (Discontinued)']",Chargers,icom
BC157SE,ICOM - Chargers - BC157SE,AC adapter for gang chargers; 100-240V with Euro style plug,$126.00,"['F3011 - F4011 Series', 'F3001 - F4001 Series', 'F1000/S/T - F2000/S/T Series', 'F1000D - F2000D Series', 'F1100D - F2100D Series', 'F3210D - F4210D Series', 'F3230D - F4230D Series', 'F3161 - F4161 / F3161D - F4161D Series', 'F3261D - F4261D Series', 'F3360D - F4360D Series', 'F52D/F62D Series', 'F3400D - F4400D Series', 'F70/F80 - F70D/F80D Series', 'F9011 - F9021 Series', 'F7010 - F7020 Series', 'F50V/F60V Series (Discontinued)', 'F3031S - F4031S Series (Discontinued)', 'F11-F21 (Discontinued)', 'F14/F24 - F33G/F43G - F43TR - F3021/F4021 (Discontinued)', 'F30G - F40G Series (Discontinued)']",Chargers,icom
BC160,ICOM - Chargers - BC160,Rapid charger for radios with the BP230/231/232 battery; 100-240V with a US style plug,$67.00,"['F3011 - F4011 Series', 'F3230D - F4230D Series', 'F3161 - F4161 / F3161D - F4161D Series', 'F3261D - F4261D Series', 'F3360D - F4360D Series', 'F3031S - F4031S Series (Discontinued)', 'F14/F24 - F33G/F43G - F43TR - F3021/F4021 (Discontinued)']",Chargers,icom
BC160E,ICOM - Chargers - BC160E,Rapid charger for radios with the BP230/231/232 battery; 100-240V with a Euro style plug,$67.00,"['F3011 - F4011 Series', 'F3230D - F4230D Series', 'F3161 - F4161 / F3161D - F4161D Series', 'F3261D - F4261D Series', 'F3360D - F4360D Series', 'F3031S - F4031S Series (Discontinued)', 'F14/F24 - F33G/F43G - F43TR - F3021/F4021 (Discontinued)']",Chargers,icom
BC190 01,ICOM - Chargers - BC190 01,Sensing rapid charger for F50/60 radios; 100-240V with a US style plug,$80.00,['F50V/F60V Series (Discontinued)'],Chargers,icom
BC190 02,ICOM - Chargers - BC190 02,Sensing rapid charger for F50/60 radios; 100-240V with a Euro style plug,$85.00,['F50V/F60V Series (Discontinued)'],Chargers,icom
BC192 12,ICOM - Chargers - BC192 12,110V trickle charger for the NiMH BP264 (not CEC compatible for AM radios),$36.00,['F3001 - F4001 Series'],Chargers,icom
BC193,ICOM - Chargers - BC193,Rapid charger for radios with BP265 Li-ion battery; 100-240V with US style plug,$67.00,"['F3001 - F4001 Series', 'F3210D - F4210D Series']",Chargers,icom
BC193E,ICOM - Chargers - BC193E,Rapid charger for radios with BP265 Li-ion battery; 100-240V with Euro style plug,$67.00,"['F3001 - F4001 Series', 'F3210D - F4210D Series']",Chargers,icom
BC197 02,ICOM - Chargers - BC197 02,Six unit charger for radios with the BP264 NiMH battery (includes AC adapter and cups installed); 100-240V with US style plug,$510.00,['F3001 - F4001 Series'],Chargers,icom
BC197 03,ICOM - Chargers - BC197 03,Six unit charger for radios with the BP264 NiMH battery (includes AC adapter and cups installed); 100-240V with Euro style plug,$510.00,['F3001 - F4001 Series'],Chargers,icom
BC197 12,ICOM - Chargers - BC197 12,110-240V six unit charger for radios with the BP265 Li-Ion battery (includes AC adapter with US plug and cups installed),$510.00,"['F3001 - F4001 Series', 'F3210D - F4210D Series']",Chargers,icom
BC197 13,ICOM - Chargers - BC197 13,220V six unit charger for radios with the BP265 Li-Ion battery (includes AC adapter and cups installed),$510.00,"['F3001 - F4001 Series', 'F3210D - F4210D Series']",Chargers,icom
BC197 22,ICOM - Chargers - BC197 22,Six unit charger for radios with the BP232N/H Li-Ion battery (includes AC adapter and cups installed); 100-240V with US style plug,$510.00,"['F3011 - F4011 Series', 'F3230D - F4230D Series', 'F3161 - F4161 / F3161D - F4161D Series', 'F3261D - F4261D Series', 'F3360D - F4360D Series', 'F3031S - F4031S Series (Discontinued)', 'F14/F24 - F33G/F43G - F43TR - F3021/F4021 (Discontinued)']",Chargers,icom
BC197 23,ICOM - Chargers - BC197 23,Six unit charger for radios with the BP232N/H Li-Ion battery (includes AC adapter and cups installed); 100-240V with Euro style plug,$510.00,"['F3011 - F4011 Series', 'F3230D - F4230D Series', 'F3161 - F4161 / F3161D - F4161D Series', 'F3261D - F4261D Series', 'F3360D - F4360D Series', 'F3031S - F4031S Series (Discontinued)', 'F14/F24 - F33G/F43G - F43TR - F3021/F4021 (Discontinued)']",Chargers,icom
BC197 37,ICOM - Chargers - BC197 37,6-Unit Charger Kit BC197 + BC157S + AD128 x 6 for F50/F60/M88,$580.00,['F50V/F60V Series (Discontinued)'],Chargers,icom
BC207S,ICOM - Chargers - BC207S,12V / 3.5A AC adapter for VEPG3/IP1000C,$85.00,['VE-PG3'],Chargers,icom
BC212EX,ICOM - Chargers - BC212EX,Rapid charger (includes BC213SA) for F3201DEX/4201DEX,$130.00,['F3201DEX - F4201DEX Series'],Chargers,icom
BC213,ICOM - Chargers - BC213,Rapid charger with a US plug for radios with the BP279/BP280 battery (BC-123SA included),$42.00,"['F1000/S/T - F2000/S/T Series', 'F1000D - F2000D Series', 'F1100D - F2100D Series']",Chargers,icom
BC213NAC,ICOM - Chargers - BC213NAC,Rapid charger cup for radios with the BP279 battery (BC-123S not included),$26.00,"['F1000/S/T - F2000/S/T Series', 'F1000D - F2000D Series', 'F1100D - F2100D Series']",Chargers,icom
BC214,ICOM - Chargers - BC214,Six bank charger with US plug AC adapter and cups installed,$495.00,"['F1000/S/T - F2000/S/T Series', 'F1000D - F2000D Series', 'F1100D - F2100D Series']",Chargers,icom
BC214-1,ICOM - Chargers - BC214-1,Six gang charger (includes AC adapter with US plug),$510.00,"['F52D/F62D Series', 'F3400D - F4400D Series', 'F7010 - F7020 Series']",Chargers,icom
BC214-1E,ICOM - Chargers - BC214-1E,Six gang charger (includes AC adapter with Euro plug),$510.00,"['F52D/F62D Series', 'F3400D - F4400D Series', 'F7010 - F7020 Series']",Chargers,icom
BC214E,ICOM - Chargers - BC214E,Six unit charger for BP279/BP280 radios (includes AC adapter with Euro plug and cups installed),$495.00,"['F1000/S/T - F2000/S/T Series', 'F1000D - F2000D Series', 'F1100D - F2100D Series', 'F1000/S/T - F2000/S/T Series', 'F1000D - F2000D Series', 'F1100D - F2100D Series']",Chargers,icom
BC219E,ICOM - Chargers - BC219E,Rapid charger for radios with the BP283/BP28/BP290/BP294 batteries; 100-240V with a Euro style plug,$67.00,"['F3400D - F4400D Series', 'F7010 - F7020 Series']",Chargers,icom
BC219N,ICOM - Chargers - BC219N,Rapid charger for radios with the BP283/BP284; 100-240V with a US style plug,$67.00,"['F52D/F62D Series', 'F3400D - F4400D Series', 'F7010 - F7020 Series']",Chargers,icom
BC225,ICOM - Chargers - BC225,Smart rapid charger; 100-240V with a US style plug,$135.00,"['F52D/F62D Series', 'F3400D - F4400D Series', 'F7010 - F7020 Series']",Chargers,icom
BP208N,ICOM - Batteries - BP208N,Battery case that holds 6 AA alkaline batteries.,$22.00,['F11-F21 (Discontinued)'],Batteries,icom
BP210N,ICOM - Batteries - BP210N,NiMH 7.2V 1650mAh battery,$75.00,"['F11-F21 (Discontinued)', 'F30G - F40G Series (Discontinued)']",Batteries,icom
BP210N FM,ICOM - Batteries - BP210N FM,Intrinsically safe NiMH 7.2V 1650mAh battery for F30G/F40G IS radios,$131.00,['F30G - F40G Series (Discontinued)'],Batteries,icom
BP226,ICOM - Batteries - BP226,Battery case holds 5 AA alkaline batteries for the F50/F60 & M88,$50.00,['F50V/F60V Series (Discontinued)'],Batteries,icom
BP227,ICOM - Batteries - BP227,"Li-ion 7.2V 1950mAh (typical capacity), 1850mAh (minimum value); waterproof",$110.00,['F50V/F60V Series (Discontinued)'],Batteries,icom
BP232H,ICOM - Batteries - BP232H,"Li-ion 7.4V 2300mAh (typical capacity), 2250mAh (minimum value)",$75.00,"['F3011 - F4011 Series', 'F3161 - F4161 / F3161D - F4161D Series', 'F14/F24 - F33G/F43G - F43TR - F3021/F4021 (Discontinued)']",Batteries,icom
BP232UL,ICOM - Batteries - BP232UL,"Li-ion 7.4V 2300mAh (typical capacity), 2250mAh (minimum value) for the nonincendive approved radios",$175.00,['F3261D - F4261D Series'],Batteries,icom
BP232WP,ICOM - Batteries - BP232WP,"Li-ion 7.4V 2300mAh (typical capacity), 2250mAh (minimum value) IP67 waterproof battery",$75.00,"['F3230D - F4230D Series', 'F3261D - F4261D Series', 'F3360D - F4360D Series', 'F3031S - F4031S Series (Discontinued)']",Batteries,icom
BP237,ICOM - Batteries - BP237,Battery case that holds 6 AA alkaline batteries,$39.00,"['F70/F80 - F70D/F80D Series', 'F9011 - F9021 Series']",Batteries,icom
BP240,ICOM - Batteries - BP240,Battery case that holds 6 AAA alkaline batteries (1W output power),$35.00,"['F3011 - F4011 Series', 'F3161 - F4161 / F3161D - F4161D Series', 'F3261D - F4261D Series', 'F3360D - F4360D Series', 'F3031S - F4031S Series (Discontinued)', 'F14/F24 - F33G/F43G - F43TR - F3021/F4021 (Discontinued)']",Batteries,icom
BP253,ICOM - Batteries - BP253,"Li-ion 7.2V 1650mAh (typical capacity), 1570mAh (minimum value)",$110.00,['F70/F80 - F70D/F80D Series'],Batteries,icom
BP254,ICOM - Batteries - BP254,"Li-ion 7.2V 3040mAh (typical capacity), 2900mAh (minimum value) for P25 portables",$155.00,"['F70/F80 - F70D/F80D Series', 'F9011 - F9021 Series']",Batteries,icom
BP263,ICOM - Batteries - BP263,Battery case that holds 6 AA alkaline batteries,$30.00,"['F3001 - F4001 Series', 'F3210D - F4210D Series']",Batteries,icom
BP264,ICOM - Batteries - BP264,Ni-MH 7.2V 1400mAh,$43.00,['F3001 - F4001 Series'],Batteries,icom
BP265,ICOM - Batteries - BP265,Li-ion 7.4V 1900mAh,$62.00,"['F3001 - F4001 Series', 'F3210D - F4210D Series']",Batteries,icom
BP277EX,ICOM - Batteries - BP277EX,"Li-ion 7.4V 1900mAh (typical capacity), 1800mAh (minimum value) blue battery",$400.00,['F3201DEX - F4201DEX Series'],Batteries,icom
BP279,ICOM - Batteries - BP279,Li-ion 7.2V 1485mAh battery,$70.00,"['F1000/S/T - F2000/S/T Series', 'F1000D - F2000D Series']",Batteries,icom
BP280,ICOM - Batteries - BP280,Li-ion 7.2V 2280mAh battery,$85.00,"['F1000/S/T - F2000/S/T Series', 'F1000D - F2000D Series', 'F1100D - F2100D Series']",Batteries,icom
BP283,ICOM - Batteries - BP283,"Li-ion 7.4V 2010mAh (typical capacity), 1910mAh (minimum value)",$115.00,['F3400D - F4400D Series'],Batteries,icom
BP284,ICOM - Batteries - BP284,"Li-ion 7.4V 3210mAh (typical capacity), 3070mAh (minimum value)",$175.00,"['F3400D - F4400D Series', 'F7010 - F7020 Series']",Batteries,icom
BP290,ICOM - Batteries - BP290,2010mAh li-ion battery,$105.00,['F52D/F62D Series'],Batteries,icom
BP291,ICOM - Batteries - BP291,Battery case 5 x AA,$50.00,['F52D/F62D Series'],Batteries,icom
BP294,ICOM - Batteries - BP294,3150mAh li-ion battery for the F52D/F62D/M85,$165.00,['F52D/F62D Series'],Batteries,icom
CEN EXD 400 SMI,ICOM - Antennas - CEN EXD 400 SMI,400-420MHz stubby antenna for the F60/V portable radios,$14.50,['F50V/F60V Series (Discontinued)'],Antennas,icom
CEN EXD 450 SMI,ICOM - Antennas - CEN EXD 450 SMI,450-470MHz stubby antenna for F60/V portable radios,$20.00,['F50V/F60V Series (Discontinued)'],Antennas,icom
CEN EXS 150 SMI,ICOM - Antennas - CEN EXS 150 SMI,150-160MHz stubby antenna for F50/V & M88 handheld radios,$16.00,['F50V/F60V Series (Discontinued)'],Antennas,icom
CFFR5000 02,ICOM - IP Linking - CFFR5000 02,Multi-site (conventional only) IP repeater link card (requires UC-FR5000 board),$65.00,"['CY5000 - CY6000 Repeaters', 'FR5000 - FR6000 Series', 'FR5200H - FR6200H Series', 'IAS 120D - 150D Series']",IP Linking,icom
CFFR5000MT,ICOM - IP Linking - CFFR5000MT,Multi-site (conventional & trunking) IP repeater link card (requires UC-FR5000 board),"$1,375.00","['CY5000 - CY6000 Repeaters', 'FR5000 - FR6000 Series', 'FR5200H - FR6200H Series', 'IAS 120D - 150D Series']",IP Linking,icom
CFUF8100,ICOM - Miscellaneous - CFUF8100,Cooling fan unit,$440.00,['F8101'],Miscellaneous,icom
CONTROL STATION ASSEMBLE,ICOM - Power Supplies - CONTROL STATION ASSEMBLE,Install mobile into power supply and cabinet to make control station,$0.00,"['F5011 - F6011 Series', 'F5021 - F6021 Series', 'F5121D - F6121D Series', 'F5220D - F6220D Series', 'F5061 - F6061 & F5061D - F6061D Series', 'F5360D - F6360D Series', 'F5400D - F6400D Series', 'F1721 - F2721/F2821 Series', 'F9511 - F9521 Series', 'F7510 - F7520 Series']",Power Supplies,icom
CP23L,ICOM - Chargers - CP23L,12V cigarette lighter cable for use with rapid chargers,$35.00,"['F3011 - F4011 Series', 'F3001 - F4001 Series', 'F1000/S/T - F2000/S/T Series', 'F1000D - F2000D Series', 'F1100D - F2100D Series', 'F3210D - F4210D Series', 'F3161 - F4161 / F3161D - F4161D Series', 'F3261D - F4261D Series', 'F3360D - F4360D Series', 'F52D/F62D Series', 'F3400D - F4400D Series', 'F70/F80 - F70D/F80D Series', 'F9011 - F9021 Series', 'F7010 - F7020 Series', 'F50V/F60V Series (Discontinued)', 'F3031S - F4031S Series (Discontinued)', 'F14/F24 - F33G/F43G - F43TR - F3021/F4021 (Discontinued)']",Chargers,icom
CSF11,ICOM - Software & Cables - CSF11,F11/F21 Program Sftwre,$72.00,['F11-F21 (Discontinued)'],Software & Cables,icom
CSF14,ICOM - Software & Cables - CSF14,F14/F24 Program Sftwre w/ MDC,$75.00,['F14/F24 - F33G/F43G - F43TR - F3021/F4021 (Discontinued)'],Software & Cables,icom
CSF2000,ICOM - Software & Cables - CSF2000,Programming software for the F1000/2000 series,$72.00,['F1000/S/T - F2000/S/T Series'],Software & Cables,icom
CSF2000D,ICOM - Software & Cables - CSF2000D,Programming software for the F1000D/2000D,$72.00,"['F1000D - F2000D Series', 'F1100D - F2100D Series']",Software & Cables,icom
CSF3001,ICOM - Software & Cables - CSF3001,F3001/F4001 programming software,$72.00,['F3001 - F4001 Series'],Software & Cables,icom
CSF3011,ICOM - Software & Cables - CSF3011,F3011/4011 software,$75.00,['F3011 - F4011 Series'],Software & Cables,icom
CSF3021/F5021/F5011,ICOM - Software & Cables - CSF3021/F5021/F5011,F3021/5021/5011 series programming software,$72.00,"['F5011 - F6011 Series', 'F5021 - F6021 Series', 'X-BAND REPEATER', 'F3031S - F4031S Series (Discontinued)', 'F14/F24 - F33G/F43G - F43TR - F3021/F4021 (Discontinued)']",Software & Cables,icom
CSF30G,ICOM - Software & Cables - CSF30G,F30G/F40G Prg Software,$72.00,['F30G - F40G Series (Discontinued)'],Software & Cables,icom
CSF3101D/F5121D,ICOM - Software & Cables - CSF3101D/F5121D,F3101D/F5121D series programming software,$72.00,"['F3201DEX - F4201DEX Series', 'F5121D - F6121D Series']",Software & Cables,icom
CSF3161/F5061,ICOM - Software & Cables - CSF3161/F5061,Software to program the F3161/4161 & F5061/6061 radios,$72.00,"['F3161 - F4161 / F3161D - F4161D Series', 'F3261D - F4261D Series', 'F5061 - F6061 & F5061D - F6061D Series']",Software & Cables,icom
CSF3210D,ICOM - Software & Cables - CSF3210D,"Programming software for F3210D/4210D, F3230D/4230D & F5220D/6220D",$72.00,"['F3210D - F4210D Series', 'F3230D - F4230D Series', 'F5220D - F6220D Series']",Software & Cables,icom
CSF3360D/F5360D,ICOM - Software & Cables - CSF3360D/F5360D,Programming software for the F3360D & F5360D series,$90.00,"['F3360D - F4360D Series', 'F5360D - F6360D Series']",Software & Cables,icom
CSF33G,ICOM - Software & Cables - CSF33G,F33G/F43G Prg Software,$72.00,['F14/F24 - F33G/F43G - F43TR - F3021/F4021 (Discontinued)'],Software & Cables,icom
CSF3400D,ICOM - Software & Cables - CSF3400D,Programming software for the F3400D/F5400D series,$80.00,"['F3400D - F4400D Series', 'F5400D - F6400D Series']",Software & Cables,icom
CSF50V,ICOM - Software & Cables - CSF50V,F50V Program Software,$72.00,['F50V/F60V Series (Discontinued)'],Software & Cables,icom
CSF5122DD,ICOM - Software & Cables - CSF5122DD,F5122DD/6122DD programming software,$80.00,['F5122DD - F6122DD Series'],Software & Cables,icom
CSF52D,ICOM - Software & Cables - CSF52D,F52D/F62D programming software,$100.00,['F52D/F62D Series'],Software & Cables,icom
CSF70/F1700,ICOM - Software & Cables - CSF70/F1700,Cloning Softwre F70/F80/F1721/F1821/F2721/F282,$72.00,"['F70/F80 - F70D/F80D Series', 'F1721 - F2721/F2821 Series']",Software & Cables,icom
CSF7510,ICOM - Software & Cables - CSF7510,Programming software for the F7010 & F7510 P25 radios,$100.00,"['F7010 - F7020 Series', 'F7510 - F7520 Series']",Software & Cables,icom
CSF8101,ICOM - Software & Cables - CSF8101,"Programming software. Use a generic USB ""A"" to ""B"" cable to program radio.",$80.00,['F8101'],Software & Cables,icom
CSF9010/F9510,ICOM - Software & Cables - CSF9010/F9510,F9011/9511 programming software,$72.00,"['F9011 - F9021 Series', 'F9511 - F9521 Series']",Software & Cables,icom
CSFR5000,ICOM - Software & Cables - CSFR5000,FR5000/6000 programming software,$72.00,"['CY5000 - CY6000 Repeaters', 'FR5000 - FR6000 Series', 'FR5200H - FR6200H Series', 'IAS 120D - 150D Series']",Software & Cables,icom
