CSFR9010,ICOM - Software & Cables - CSFR9010,Programming software for the FR9010/9020,$72.00,['FR9010 - FR9020 Series'],Software & Cables,icom
CSKLD2,ICOM - Encryption & Internal Modules - CSKLD2,Encryption key loader software for F3400/F5400 series,$600.00,"['F3400D - F4400D Series', 'F5400D - F6400D Series']",Encryption & Internal Modules,icom
CSOTPM1,ICOM - Software & Cables - CSOTPM1,Over-the-air programming (OTAP) manager software,$520.00,"['F52D/F62D Series', 'F3400D - F4400D Series', 'F5400D - F6400D Series']",Software & Cables,icom
CSOTPM2,ICOM - Software & Cables - CSOTPM2,P25 over-the-air programming (OTAP) manager software; support only conventional mode,$800.00,"['F7010 - F7020 Series', 'F7510 - F7520 Series']",Software & Cables,icom
CSRMK4,ICOM - Software & Cables - CSRMK4,Programming software for the RMK4,$80.00,['F9511 - F9521 Series'],Software & Cables,icom
CT23 01,ICOM - Remote Communication - CT23 01,PTT microphone adapter to use SM-26 or HM-152 with a PC. Requires BC-147S.,$120.00,"['CY5000 - CY6000 Repeaters', 'FR5000 - FR6000 Series', 'IAS 120D - 150D Series']",Remote Communication,icom
CT24,ICOM - Remote Communication - CT24,Digital voice converter (supplied with RCFS10 and works with VEPG3),"$1,200.00","['VE-PG3', 'CY5000 - CY6000 Repeaters', 'FR5000 - FR6000 Series', 'IAS 120D - 150D Series']",Remote Communication,icom
CY5000,ICOM - Configurations - CY5000,136-174MHz IDAS analog/digital repeater with power supply,"$2,625.00",['CY5000 - CY6000 Repeaters'],Configurations,icom
CY6001,ICOM - Configurations - CY6001,400-470MHz IDAS analog/digital repeater with power supply,"$2,625.00",['CY5000 - CY6000 Repeaters'],Configurations,icom
CY6002,ICOM - Configurations - CY6002,450-512MHz IDAS analog/digital repeater with power supply,"$2,625.00",['CY5000 - CY6000 Repeaters'],Configurations,icom
EH15B,ICOM - Microphones - EH15B,Earphone with 2.5mm plug to use with HM-163MC,$30.00,['F52D/F62D Series'],Microphones,icom
EM80,ICOM - Microphones - EM80,9-pin full size speaker mic for F30G series. IS approved to work with F30G IS radios.,$15.00,['F30G - F40G Series (Discontinued)'],Microphones,icom
ENGRAVE,ICOM - Accessories - ENGRAVE,Engrave radio,$0.00,"['F3011 - F4011 Series', 'F3001 - F4001 Series', 'F1000/S/T - F2000/S/T Series', 'F1000D - F2000D Series', 'F3210D - F4210D Series', 'F3230D - F4230D Series', 'F3161 - F4161 / F3161D - F4161D Series', 'F3261D - F4261D Series', 'F9011 - F9021 Series', 'F5011 - F6011 Series', 'F5021 - F6021 Series', 'F5121D - F6121D Series', 'F5220D - F6220D Series', 'F5061 - F6061 & F5061D - F6061D Series', 'F5400D - F6400D Series', 'F1721 - F2721/F2821 Series', 'F9511 - F9521 Series', 'F7510 - F7520 Series']",Accessories,icom
EX2785J01,ICOM - Accessories - EX2785J01,P25 activation software for F70/80 & F1721/2721 radios,$680.00,['F1721 - F2721/F2821 Series'],Accessories,icom
EX2785J03,ICOM - Accessories - EX2785J03,AES activation upgrade,$656.00,"['F70/F80 - F70D/F80D Series', 'F1721 - F2721/F2821 Series']",Accessories,icom
F1000 RC,ICOM - Configurations - F1000 RC,"136-174MHz 16 CH, no display, analog portable with rapid charger",$260.00,['F1000/S/T - F2000/S/T Series'],Configurations,icom
F1000S 90,ICOM - Configurations - F1000S 90,"136-174MHz, 128 CH, LCD, 4-key analog portable",$300.00,['F1000/S/T - F2000/S/T Series'],Configurations,icom
F1000T 94,ICOM - Configurations - F1000T 94,"136-174MHz, 128CH, LCD, full DTMF keypad analog portable",$330.00,['F1000/S/T - F2000/S/T Series'],Configurations,icom
F1100D,ICOM - Configurations - F1100D,136-174MHz IDAS portable with 16 channels and no display,$360.00,['F1100D - F2100D Series'],Configurations,icom
F1100DS,ICOM - Configurations - F1100DS,"136-174MHz IDAS portable with 128 channels, display and limited keypad",$450.00,['F1100D - F2100D Series'],Configurations,icom
F1100DT,ICOM - Configurations - F1100DT,"136-174MHz IDAS portable with 128 channels, display and full DTMF keypad",$500.00,['F1100D - F2100D Series'],Configurations,icom
F121 MMB,ICOM - Mounting Hardware - F121 MMB,Mounting bracket F121/F221 F5011/F5021 series,$10.00,"['F5011 - F6011 Series', 'F5021 - F6021 Series', 'F5121D - F6121D Series', 'F5220D - F6220D Series']",Mounting Hardware,icom
F1721 MMB,ICOM - Mounting Hardware - F1721 MMB,"Mounting bracket for F1721/F1821, F2721/2821, F9011S/T",$10.00,['F1721 - F2721/F2821 Series'],Mounting Hardware,icom
F2000D 12,ICOM - Configurations - F2000D 12,"450-512MHz, IDAS 16 CH, no display",$345.00,['F1000D - F2000D Series'],Configurations,icom
F2000H RC,ICOM - Configurations - F2000H RC,"450-512MHz analog handheld, 16 CH, no LCD; BC213 included",$260.00,['F1000/S/T - F2000/S/T Series'],Configurations,icom
F2000L RC,ICOM - Configurations - F2000L RC,"400-470MHz 16 channel, no display, charger in box",$260.00,['F1000/S/T - F2000/S/T Series'],Configurations,icom
F2000S 76,ICOM - Configurations - F2000S 76,"450-512MHz, 128 CH, LCD, 4-key",$300.00,['F1000/S/T - F2000/S/T Series'],Configurations,icom
F2000S 90,ICOM - Configurations - F2000S 90,"400-470MHz, 128 CH, LCD, 4-key",$300.00,['F1000/S/T - F2000/S/T Series'],Configurations,icom
F2000T 78,ICOM - Configurations - F2000T 78,"450-512MHz, 128 CH, LCD, full DTMF keypad",$330.00,['F1000/S/T - F2000/S/T Series'],Configurations,icom
F2000T 94,ICOM - Configurations - F2000T 94,"400-470MHz, 128 CH, LCD, full DTMF keypad",$0.00,['F1000/S/T - F2000/S/T Series'],Configurations,icom
F2100D 11,ICOM - Configurations - F2100D 11,400-470MHz IDAS portable with 16 channels and no display,$360.00,['F1100D - F2100D Series'],Configurations,icom
F2100DS 21,ICOM - Configurations - F2100DS 21,"400-470MHz IDAS portable with 128 channels, display and limited keypad",$450.00,['F1100D - F2100D Series'],Configurations,icom
F2100DS 26,ICOM - Configurations - F2100DS 26,"450-512MHz IDAS portable with 128 channels, display and limited keypad",$450.00,['F1100D - F2100D Series'],Configurations,icom
F2100DT 31,ICOM - Configurations - F2100DT 31,"400-470MHz IDAS portable with 128 channels, LCD, full DTMF keypad",$500.00,['F1100D - F2100D Series'],Configurations,icom
F2100DT 36,ICOM - Configurations - F2100DT 36,"450-512MHz IDAS portable with 128 channels, LCD, full DTMF keypad",$500.00,['F1100D - F2100D Series'],Configurations,icom
F2821D 21,ICOM - Configurations - F2821D 21,400-470MHz P25 mobile,"$1,299.00",['F1721 - F2721/F2821 Series'],Configurations,icom
F2821D 22,ICOM - Configurations - F2821D 22,450-512MHz P25 mobile,$800.00,['F1721 - F2721/F2821 Series'],Configurations,icom
F2821D 23,ICOM - Configurations - F2821D 23,"400-470MHz analog mobile, upgradeable to P25",$690.00,['F1721 - F2721/F2821 Series'],Configurations,icom
F3001 03 RC,ICOM - Configurations - F3001 03 RC,136-174MHz radio with 1900mAh Li-ion battery & rapid charger (BC-193),$198.00,['F3001 - F4001 Series'],Configurations,icom
F3161S 56,ICOM - Configurations - F3161S 56,"136-174MHz analog only radio, no DTMF keypad",$578.00,['F3161 - F4161 / F3161D - F4161D Series'],Configurations,icom
F3201DEX 14,ICOM - Configurations - F3201DEX 14,136-174MHz ATEX intrinsically safe IDAS portable,"$1,250.00",['F3201DEX - F4201DEX Series'],Configurations,icom
F3210D 01,ICOM - Configurations - F3210D 01,136-174MHz IDAS 16 channel MultiTrunk portable with rapid charger (BC193),$485.00,['F3210D - F4210D Series'],Configurations,icom
F3230DS 13,ICOM - Configurations - F3230DS 13,136-174MHz IDAS 128 channel MultiTrunk portable with display. Charger (BC-160) included.,$575.00,['F3230D - F4230D Series'],Configurations,icom
F3261DS 55,ICOM - Configurations - F3261DS 55,"136-174MHz waterproof IDAS radio with GPS, no DTMF keypad",$800.00,['F3261D - F4261D Series'],Configurations,icom
F3261DT 35 RR,ICOM - Configurations - F3261DT 35 RR,"Railroad specific version: 136-174MHz 512 channel, IDAS waterproof portable radio with a DTMF keypad and GPS. Special railroad firmware installed.",$880.00,['F3261D - F4261D Series'],Configurations,icom
F3261DT 40,ICOM - Configurations - F3261DT 40,"136-174MHz waterproof IDAS radio with GPS, full DTMF keypad",$845.00,['F3261D - F4261D Series'],Configurations,icom
F3261DT NI,ICOM - Configurations - F3261DT NI,"136-174MHz nonincendive rated waterproof IDAS radio, full DTMF keypad",$845.00,['F3261D - F4261D Series'],Configurations,icom
F3360DS 11,ICOM - Configurations - F3360DS 11,"136-174MHz waterproof IDAS radio with GPS, 512CH, 4-key",$850.00,['F3360D - F4360D Series'],Configurations,icom
F3400D 21,ICOM - Configurations - F3400D 21,136-174MHz IDAS portable with 32 channels and no display. Purchase antenna and charger separately.,$795.00,['F3400D - F4400D Series'],Configurations,icom
F3400DS 11,ICOM - Configurations - F3400DS 11,136-174MHz IDAS portable with 1024 channels and a color display. Purchase antenna and charger separately.,$820.00,['F3400D - F4400D Series'],Configurations,icom
F3400DT 01,ICOM - Configurations - F3400DT 01,"136-174MHz IDAS portable with 1024 channels, a color display, and full DTMF keypad. Purchase antenna and charger separately.",$880.00,['F3400D - F4400D Series'],Configurations,icom
F4001 03 RC,ICOM - Configurations - F4001 03 RC,400-470MHz radio with 1900mAh Li-ion battery & rapid charger (BC-193),$198.00,['F3001 - F4001 Series'],Configurations,icom
F4001 43 RC,ICOM - Configurations - F4001 43 RC,450-512MHz radio with 1900mAh Li-ion battery & rapid charger (BC-193),$198.00,['F3001 - F4001 Series'],Configurations,icom
F4201DEX 24,ICOM - Configurations - F4201DEX 24,400-470MHz ATEX intrinsically safe IDAS portable,"$1,250.00",['F3201DEX - F4201DEX Series'],Configurations,icom
F4210D 01,ICOM - Configurations - F4210D 01,400-470MHz IDAS 16 channel MultiTrunk portable with rapid charger (BC193),$485.00,['F3210D - F4210D Series'],Configurations,icom
F4210D 21,ICOM - Configurations - F4210D 21,450-512MHz IDAS 16 channel MultiTrunk portable with rapid charger (BC193),$485.00,['F3210D - F4210D Series'],Configurations,icom
F4230DS 13,ICOM - Configurations - F4230DS 13,400-470MHz IDAS 128 channel MultiTrunk portable with display. Charger (BC-160) included.,$575.00,['F3230D - F4230D Series'],Configurations,icom
F4230DS 32,ICOM - Configurations - F4230DS 32,450-512MHz IDAS 128 channel MultiTrunk portable with display. Charger (BC-160) included.,$575.00,['F3230D - F4230D Series'],Configurations,icom
F4261DS 65,ICOM - Configurations - F4261DS 65,"400-470MHz waterproof IDAS radio with GPS, no DTMF keypad",$800.00,['F3261D - F4261D Series'],Configurations,icom
F4261DS 90,ICOM - Configurations - F4261DS 90,"450-512MHz waterproof IDAS radio with GPS, no DTMF keypad",$800.00,['F3261D - F4261D Series'],Configurations,icom
F4261DT 55,ICOM - Configurations - F4261DT 55,"400-470MHz waterproof IDAS radio with GPS, full DTMF keypad",$845.00,['F3261D - F4261D Series'],Configurations,icom
F4261DT 85,ICOM - Configurations - F4261DT 85,"450-512MHz waterproof IDAS radio with GPS, full DTMF keypad",$845.00,['F3261D - F4261D Series'],Configurations,icom
F4261DT NI-1,ICOM - Configurations - F4261DT NI-1,"400-470MHz nonincendive rated waterproof IDAS radio, full DTMF keypad",$845.00,['F3261D - F4261D Series'],Configurations,icom
F4261DT NI-2,ICOM - Configurations - F4261DT NI-2,"450-512MHz nonincendive rated waterproof IDAS radio, full DTMF keypad",$845.00,['F3261D - F4261D Series'],Configurations,icom
F4360DS 12,ICOM - Configurations - F4360DS 12,"400-470MHz waterproof IDAS radio with GPS, 512CH, 4-key",$850.00,['F3360D - F4360D Series'],Configurations,icom
F4400D 21,ICOM - Configurations - F4400D 21,380-470MHz IDAS portable with 32 channels and no display. Purchase antenna and charger separately.,$795.00,['F3400D - F4400D Series'],Configurations,icom
F4400D 51,ICOM - Configurations - F4400D 51,450-512MHz IDAS portable with 32 channels and no display. Purchase antenna and charger separately.,$795.00,['F3400D - F4400D Series'],Configurations,icom
F4400DS 11,ICOM - Configurations - F4400DS 11,"380-470MHz IDAS portable with 1024 channels, and a color display. Purchase antenna and charger separately.",$820.00,['F3400D - F4400D Series'],Configurations,icom
F4400DS 41,ICOM - Configurations - F4400DS 41,450-512MHz IDAS portable with 1024 channels and a color display. Purchase antenna and charger separately.,$820.00,['F3400D - F4400D Series'],Configurations,icom
F4400DT 01,ICOM - Configurations - F4400DT 01,"380-470MHz IDAS portable with 1024 channels, a color display, and full DTMF keypad. Purchase antenna and charger separately.",$880.00,['F3400D - F4400D Series'],Configurations,icom
F4400DT 31,ICOM - Configurations - F4400DT 31,"450-512MHz IDAS portable with 1024 channels, a color display, and full DTMF keypad. Purchase antenna and charger separately.",$880.00,['F3400D - F4400D Series'],Configurations,icom
F5011 51,ICOM - Configurations - F5011 51,136-174MHz mobile,$346.00,['F5011 - F6011 Series'],Configurations,icom
F5021 51,ICOM - Configurations - F5021 51,136-174MHz mobile,$395.00,['F5021 - F6021 Series'],Configurations,icom
F5061,ICOM - Configurations - F5061,136-174MHz analog mobile,$600.00,['F5061 - F6061 & F5061D - F6061D Series'],Configurations,icom
F5061 IGN SENSE CABLE,ICOM - Cables - F5061 IGN SENSE CABLE,"96"" cable with 3A fuse",$15.00,['F5061 - F6061 & F5061D - F6061D Series'],Cables,icom
F5061 MMB,ICOM - Mounting Hardware - F5061 MMB,Mounting bracket included with the F5061/F6061,$10.00,"['F5061 - F6061 & F5061D - F6061D Series', 'F5360D - F6360D Series']",Mounting Hardware,icom
F5061D 51,ICOM - Configurations - F5061D 51,136-174MHz IDAS mobile,$785.00,['F5061 - F6061 & F5061D - F6061D Series'],Configurations,icom
F5061D RR,ICOM - Configurations - F5061D RR,"136-174MHz IDAS radio, RR firmware installed, HM-148T included",$853.00,['F5061 - F6061 & F5061D - F6061D Series'],Configurations,icom
F5121D,ICOM - Configurations - F5121D,136-174MHz IDAS mobile,$635.00,['F5121D - F6121D Series'],Configurations,icom
F5122DD 02,ICOM - Configurations - F5122DD 02,"136-174MHz data transceiver, 9.6k/4.8kbps, 25W, RS232",$750.00,['F5122DD - F6122DD Series'],Configurations,icom
F5122DD 12,ICOM - Configurations - F5122DD 12,"136-174MHz, 9.6k/4.8kbps, 25W, RS232 + ethernet",$800.00,['F5122DD - F6122DD Series'],Configurations,icom
F5220D,ICOM - Configurations - F5220D,136-174MHz IDAS mobile,$665.00,['F5220D - F6220D Series'],Configurations,icom
F52D,ICOM - Configurations - F52D,136-174MHz compact IDAS waterproof portable with 512 channels. Purchase antenna and charger separately.,$680.00,['F52D/F62D Series'],Configurations,icom
F5360D 01,ICOM - Configurations - F5360D 01,"136-174MHz, 50W, GPS, 512CH, type-C trunking",$865.00,['F5360D - F6360D Series'],Configurations,icom
F5400D 01,ICOM - Configurations - F5400D 01,136-174MHz IDAS mobile with color display,$955.00,['F5400D - F6400D Series'],Configurations,icom
F5400DS 11,ICOM - Configurations - F5400DS 11,136-174MHz IDAS mobile with numerical display,$940.00,['F5400D - F6400D Series'],Configurations,icom
F6011 51,ICOM - Configurations - F6011 51,400-470MHz mobile,$346.00,['F5011 - F6011 Series'],Configurations,icom
F6011 52,ICOM - Configurations - F6011 52,450-512MHz mobile,$346.00,['F5011 - F6011 Series'],Configurations,icom
F6021 51,ICOM - Configurations - F6021 51,400-470MHz mobile,$395.00,['F5021 - F6021 Series'],Configurations,icom
F6021 52,ICOM - Configurations - F6021 52,450-512MHz mobile,$395.00,['F5021 - F6021 Series'],Configurations,icom
F6061 41,ICOM - Configurations - F6061 41,400-470MHz analog mobile,$600.00,['F5061 - F6061 & F5061D - F6061D Series'],Configurations,icom
F6061 46,ICOM - Configurations - F6061 46,450-512MHz analog mobile,$600.00,['F5061 - F6061 & F5061D - F6061D Series'],Configurations,icom
F6061D 61,ICOM - Configurations - F6061D 61,400-470MHz IDAS mobile,$785.00,['F5061 - F6061 & F5061D - F6061D Series'],Configurations,icom
F6061D 66,ICOM - Configurations - F6061D 66,450-512MHz IDAS mobile,$785.00,['F5061 - F6061 & F5061D - F6061D Series'],Configurations,icom
F6121D 67,ICOM - Configurations - F6121D 67,400-470MHz IDAS mobile,$635.00,['F5121D - F6121D Series'],Configurations,icom
F6121D 68,ICOM - Configurations - F6121D 68,450-512MHz IDAS mobile,$635.00,['F5121D - F6121D Series'],Configurations,icom
F6122DD 12,ICOM - Configurations - F6122DD 12,"400-470MHz, 9.6k/4.8kbps, 25W, RS232 + ethernet",$800.00,['F5122DD - F6122DD Series'],Configurations,icom
F6220D 11,ICOM - Configurations - F6220D 11,400-470MHz IDAS mobile,$665.00,['F5220D - F6220D Series'],Configurations,icom
F6220D 21,ICOM - Configurations - F6220D 21,450-512MHz IDAS mobile,$695.00,['F5220D - F6220D Series'],Configurations,icom
F62D 11,ICOM - Configurations - F62D 11,400-470MHz compact IDAS waterproof portable with 512 channels. Purchase antenna and charger separately.,$680.00,['F52D/F62D Series'],Configurations,icom
F62D 21,ICOM - Configurations - F62D 21,450-512MHz compact IDAS waterproof portable with 512 channels. Purchase antenna and charger separately.,$680.00,['F52D/F62D Series'],Configurations,icom
F6360D 01,ICOM - Configurations - F6360D 01,"400-470MHz, 45W, GPS, 512CH, type-C trunking",$865.00,['F5360D - F6360D Series'],Configurations,icom
F6400D 01,ICOM - Configurations - F6400D 01,380-470MHz IDAS mobile with color display,$955.00,['F5400D - F6400D Series'],Configurations,icom
F6400D 21,ICOM - Configurations - F6400D 21,450-512MHz IDAS mobile with color display,$955.00,['F5400D - F6400D Series'],Configurations,icom
F6400DS 11,ICOM - Configurations - F6400DS 11,380-470MHz IDAS mobile with numeric display,$940.00,['F5400D - F6400D Series'],Configurations,icom
F6400DS 31,ICOM - Configurations - F6400DS 31,450-512MHz IDAS mobile with numerical display,$940.00,['F5400D - F6400D Series'],Configurations,icom
F7010S,ICOM - Configurations - F7010S,136-174MHz P25 conventional portable without a full keypad. Purchase antenna and charger separately.,"$1,580.00",['F7010 - F7020 Series'],Configurations,icom
F7010T,ICOM - Configurations - F7010T,136-174MHz P25 conventional portable with full DTMF keypad. Purchase antenna and charger separately.,"$1,650.00",['F7010 - F7020 Series'],Configurations,icom
F7020S 11,ICOM - Configurations - F7020S 11,380-470MHz P25 conventional portable without a full keypad. Purchase antenna and charger separately.,"$1,580.00",['F7010 - F7020 Series'],Configurations,icom
F7020S 31,ICOM - Configurations - F7020S 31,450-512MHz P25 conventional portable without a full keypad. Purchase antenna and charger separately.,"$1,580.00",['F7010 - F7020 Series'],Configurations,icom
F7020T 21,ICOM - Configurations - F7020T 21,380-470MHz P25 conventional portable with full DTMF keypad. Purchase antenna and charger separately.,"$1,650.00",['F7010 - F7020 Series'],Configurations,icom
F7020T 41,ICOM - Configurations - F7020T 41,450-512MHz P25 conventional portable with full DTMF keypad. Purchase antenna and charger separately.,"$1,650.00",['F7010 - F7020 Series'],Configurations,icom
F7040S,ICOM - Configurations - F7040S,7/800MHz P25 conventional portable with partial keypad.,"$1,600.00",['F7010 - F7020 Series'],Configurations,icom
F7040T,ICOM - Configurations - F7040T,7/800MHz P25 conventional portable with full DTMF keypad.,"$1,670.00",['F7010 - F7020 Series'],Configurations,icom
F7510,ICOM - Configurations - F7510,136-174MHz P25 conventional mobile with color display,"$1,720.00",['F7510 - F7520 Series'],Configurations,icom
F7520 11,ICOM - Configurations - F7520 11,380-470MHz P25 conventional mobile with color display,"$1,720.00",['F7510 - F7520 Series'],Configurations,icom
F7520 21,ICOM - Configurations - F7520 21,450-512MHz P25 conventional mobile with color display,"$1,720.00",['F7510 - F7520 Series'],Configurations,icom
F80DS 31,ICOM - Trunking - F80DS 31,"380-450MHz P25 radio with FIPS AES installed, no DTMF keypad","$1,065.00",['F70/F80 - F70D/F80D Series'],Trunking,icom
F8101 33,ICOM - Configurations - F8101 33,HF 125W transceiver with ALE (automatic link establishment),"$3,750.00",['F8101'],Configurations,icom
F9011B 01,ICOM - Configurations - F9011B 01,"136-174MHz P25 conventional portable, 6W, 512 CH, basic model, no display or keypad","$1,265.00",['F9011 - F9021 Series'],Configurations,icom
F9011B 21,ICOM - Configurations - F9011B 21,"136-174MHz P25 Conventional portable, 6W, 512 CH, basic model, no display or keypad","$1,330.00",['F9011 - F9021 Series'],Configurations,icom
F9011S 25,ICOM - Configurations - F9011S 25,"136-174MHz P25 Conventional portable, 6W, 512 CH, display, simple keypad","$1,530.00",['F9011 - F9021 Series'],Configurations,icom
F9011T 30,ICOM - Configurations - F9011T 30,"136-174MHz P25 Conventional portable, 6W, 512 CH, display, full DTMF keypad","$1,630.00",['F9011 - F9021 Series'],Configurations,icom
F9021B 82,ICOM - Configurations - F9021B 82,"450-512MHz P25 Conventional portable, 5W, 512 CH, basic model, no display or keypad","$1,330.00",['F9011 - F9021 Series'],Configurations,icom
F9021B 91,ICOM - Configurations - F9021B 91,"380-470MHz P25 Conventional portable, 5W, 512 CH, basic model, no display or keypad","$1,330.00",['F9011 - F9021 Series'],Configurations,icom
F9021S 85,ICOM - Configurations - F9021S 85,"450-512MHz P25 Conventional, 5W, 512 CH, display, simple keypad","$1,530.00",['F9011 - F9021 Series'],Configurations,icom
F9021S 95,ICOM - Configurations - F9021S 95,"380-470MHz P25 Conventional portable, 5W, 512 CH, display, simple keypad","$1,530.00",['F9011 - F9021 Series'],Configurations,icom
F9021T 30,ICOM - Configurations - F9021T 30,"450-512MHz P25 Trunking portable, 5W, 512 CH, display, full DTMF keypad","$1,550.00",['F9011 - F9021 Series'],Configurations,icom
F9021T 89,ICOM - Configurations - F9021T 89,"450-512MHz P25 Conventional portable, 5W, 512 CH, display, full DTMF keypad","$1,630.00",['F9011 - F9021 Series'],Configurations,icom
F9021T 98,ICOM - Configurations - F9021T 98,"380-470MHz P25 Conventional portable, 5W, 512 CH, display, full DTMF keypad","$1,630.00",['F9011 - F9021 Series'],Configurations,icom
F9511HT 21,ICOM - Configurations - F9511HT 21,136-174MHz 110W P25 Conventional mobile with full keypad. No external speaker included - must be ordered separately,"$2,700.00",['F9511 - F9521 Series'],Configurations,icom
F9511S 01,ICOM - Configurations - F9511S 01,136-174MHz P25 conventional 50W mobile,"$1,605.00",['F9511 - F9521 Series'],Configurations,icom
F9511T 25,ICOM - Configurations - F9511T 25,136-174MHz P25 Conventional 50W mobile with keypad,"$1,810.00",['F9511 - F9521 Series'],Configurations,icom
F9521S 31,ICOM - Configurations - F9521S 31,"450-512MHz 45W P25 conventional mobile, no keypad","$2,060.00",['F9511 - F9521 Series'],Configurations,icom
F9521S 41,ICOM - Configurations - F9521S 41,"400-470MHz 45W P25 Conventional mobile, no keypad","$1,690.00",['F9511 - F9521 Series'],Configurations,icom
F9521S 51,ICOM - Configurations - F9521S 51,450-512 MHz P25 conventional 45W mobile with no keypad,"$1,690.00",['F9511 - F9521 Series'],Configurations,icom
F9521T 25,ICOM - Configurations - F9521T 25,400-470MHz mobile with full keypad,"$1,720.00",['F9511 - F9521 Series'],Configurations,icom
F9521T 45,ICOM - Configurations - F9521T 45,"400-470MHz P25 Conventional 45W mobile, full keypad","$1,810.00",['F9511 - F9521 Series'],Configurations,icom
F9521T 55,ICOM - Configurations - F9521T 55,450-512MHz P25 Conventional 45W mobile with full keypad,"$1,810.00",['F9511 - F9521 Series'],Configurations,icom
FAS100U,ICOM - Antennas - FAS100U,7/800MHz antenna,$0.00,['F7010 - F7020 Series'],Antennas,icom
FAS24V,ICOM - Antennas - FAS24V,136-150MHz antenna for the F50/V handhelds (Blue ring),$12.50,['F50V/F60V Series (Discontinued)'],Antennas,icom
FAS27U,ICOM - Antennas - FAS27U,400-470MHz antenna for the F60/V (green ring),$13.00,['F50V/F60V Series (Discontinued)'],Antennas,icom
FAS56U,ICOM - Antennas - FAS56U,450-520MHz antenna for F60/V (red ring),$13.00,['F50V/F60V Series (Discontinued)'],Antennas,icom
FAS57US,ICOM - Antennas - FAS57US,450-490MHz stubby antenna for F60/V portable radios (red ring),$16.00,['F50V/F60V Series (Discontinued)'],Antennas,icom
FAS58U,ICOM - Antennas - FAS58U,400-470MHz antenna - standard on the F9021,$17.00,['F9011 - F9021 Series'],Antennas,icom
FAS59V,ICOM - Antennas - FAS59V,150-174MHz standard antenna for the F50 & M88 (red ring),$13.00,['F50V/F60V Series (Discontinued)'],Antennas,icom
FAS62VS,ICOM - Antennas - FAS62VS,150-162MHz stubby antenna for F50/V (Red ring),$16.00,['F50V/F60V Series (Discontinued)'],Antennas,icom
FAS63VS,ICOM - Antennas - FAS63VS,160-174MHz stubby antenna for F50/V (green ring),$16.00,['F50V/F60V Series (Discontinued)'],Antennas,icom
FAS65V,ICOM - Antennas - FAS65V,148-160 MHz flexible antenna - standard on F9011,$17.00,['F9011 - F9021 Series'],Antennas,icom
FAS67VC,ICOM - Antennas - FAS67VC,136-174MHz cut antenna - F3400/F7010/F9011,$30.00,"['F3400D - F4400D Series', 'F9011 - F9021 Series', 'F7010 - F7020 Series']",Antennas,icom
FAS74U,ICOM - Antennas - FAS74U,490-520MHz antenna for F60/V (blue ring),$12.50,['F50V/F60V Series (Discontinued)'],Antennas,icom
FAS76UC,ICOM - Antennas - FAS76UC,380-520MHz cut antenna for F4400/F9021,$30.00,"['F3400D - F4400D Series', 'F7010 - F7020 Series']",Antennas,icom
FAS81U,ICOM - Antennas - FAS81U,380-430MHz antenna for F4400,$17.00,"['F3400D - F4400D Series', 'F7010 - F7020 Series']",Antennas,icom
FAS81US,ICOM - Antennas - FAS81US,400-450MHz stubby antenna for F4400,$17.00,"['F3400D - F4400D Series', 'F7010 - F7020 Series']",Antennas,icom
FAS81V,ICOM - Antennas - FAS81V,136-150MHz antenna for F3400/F7010/F9011,$17.00,"['F3400D - F4400D Series', 'F9011 - F9021 Series', 'F7010 - F7020 Series']",Antennas,icom
FAS81VS,ICOM - Antennas - FAS81VS,136-150MHz stubby antenna for F3400,$17.00,"['F3400D - F4400D Series', 'F7010 - F7020 Series']",Antennas,icom
FAS82U,ICOM - Antennas - FAS82U,430-480MHz antenna for F4400,$17.00,"['F3400D - F4400D Series', 'F7010 - F7020 Series']",Antennas,icom
FAS82US,ICOM - Antennas - FAS82US,450-490MHz stubby antenna for F4400,$17.00,"['F3400D - F4400D Series', 'F7010 - F7020 Series']",Antennas,icom
FAS82V,ICOM - Antennas - FAS82V,148-162MHz antenna,$17.00,"['F3400D - F4400D Series', 'F7010 - F7020 Series']",Antennas,icom
FAS82VS,ICOM - Antennas - FAS82VS,148-162MHz stubby antenna,$17.00,"['F3400D - F4400D Series', 'F7010 - F7020 Series']",Antennas,icom
FAS83U,ICOM - Antennas - FAS83U,470-520MHz antenna for F4400,$17.00,"['F3400D - F4400D Series', 'F7010 - F7020 Series']",Antennas,icom
FAS83V,ICOM - Antennas - FAS83V,160-174MHz antenna for F3400,$17.00,"['F3400D - F4400D Series', 'F7010 - F7020 Series']",Antennas,icom
FAS83VS,ICOM - Antennas - FAS83VS,160-174MHz stubby antenna for F3400,$17.00,"['F3400D - F4400D Series', 'F7010 - F7020 Series']",Antennas,icom
FASC25U,ICOM - Antennas - FASC25U,400-430MHz antenna for LM portables,$13.00,"['F3011 - F4011 Series', 'F3001 - F4001 Series', 'F1000/S/T - F2000/S/T Series', 'F1000D - F2000D Series', 'F1100D - F2100D Series', 'F3201DEX - F4201DEX Series', 'F3210D - F4210D Series', 'F3230D - F4230D Series', 'F3161 - F4161 / F3161D - F4161D Series', 'F3261D - F4261D Series', 'F3360D - F4360D Series', 'F52D/F62D Series', 'F70/F80 - F70D/F80D Series', 'F3031S - F4031S Series (Discontinued)', 'F14/F24 - F33G/F43G - F43TR - F3021/F4021 (Discontinued)']",Antennas,icom
